category,food_type,manufacturer,product,description,upc,delivered_price,delivered_case_price,price_per_unit,price_per_oz,pack_size_raw,cases_per_pallet,lead_time_days,min_pallet_qty,mixed_pallet,available,has_promo,main_category,sub_category,product_id,product_url
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS PINEAPPLE GLASS,JARRITOS PINEAPPLE GLASS,9047841004,2008.80,33.48,1.40,0.07,24/12.5 oz,60,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599839,https://epallet.com/product/jarritos-ep-jarritos-pineapple-glass-599839
Beverages & Beverage Mixes,Food,Jumex,JUMEX PINEAPPLE COCONUT NECTAR TETRA 1L,JUMEX PINEAPL NECTR TETRA 1L,7640606330,1669.76,26.09,2.17,0.05,12/32.46 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599838,https://epallet.com/product/jumex-ep-jumex-pineapple-coconut-nectar-tetra-1l-599838
Beverages & Beverage Mixes,Food,Jumex,JUMEX PEACH NECTAR 11.3Z CAN,JUMEX PEACH NECTAR 11.3Z CAN,7640602190,2143.00,21.43,0.89,0.07,24/11.3 oz,100,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599837,https://epallet.com/product/jumex-ep-jumex-peach-nectar-113z-can-599837
Beverages & Beverage Mixes,Food,Jumex,JUMEX GUAVA NECTAR TETRA 1L,JUMEX GUAVA NECTAR TETRA 1L,7640606160,1669.76,26.09,2.17,0.05,12/32.46 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599836,https://epallet.com/product/jumex-ep-jumex-guava-nectar-tetra-1l-599836
Beverages & Beverage Mixes,Food,Foco,FOCO COCONUT JUICE,FOCO COCONUT JUICE,1622990147,3157.60,39.47,1.64,0.09,24/17.6 oz,80,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599835,https://epallet.com/product/foco-ep-foco-coconut-juice-599835
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS LIME SODA 1.5 LTR,JARRITOS LIME SODA 1.5 LTR,9047821625,1794.75,23.93,2.99,0.05,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599834,https://epallet.com/product/jarritos-ep-jarritos-lime-soda-15-ltr-599834
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS GRAPEFRUIT GLASS,JARRITOS GRAPEFRUIT GLASS,9047841007,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599833,https://epallet.com/product/jarritos-ep-jarritos-grapefruit-glass-599833
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS MANGO GLASS,JARRITOS MANGO GLASS,9047841010,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599832,https://epallet.com/product/jarritos-ep-jarritos-mango-glass-599832
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS FRUIT PUNCH SODA 1.5L,JARRITOS FRT PUNCH SODA 1.5L,9447821623,1511.25,20.15,2.52,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599830,https://epallet.com/product/jarritos-ep-jarritos-frt-punch-soda-15l-599830
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS STRAWBRY SODA 1.5L,JARRITOS STRAWBRY SODA 1.5L,9047821628,1374.75,18.33,2.29,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599829,https://epallet.com/product/jarritos-ep-jarritos-strawbry-soda-15l-599829
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS MANDARIN SODA 1.5L,JARRITOS MANDARIN SODA 1.5L,9047821621,1534.50,20.46,2.56,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599828,https://epallet.com/product/jarritos-ep-jarritos-mandarin-soda-15l-599828
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS TAMARIND SODA 1.5L,JARRITOS TAMARIND SODA 1.5L,9447821622,1534.50,20.46,2.56,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599827,https://epallet.com/product/jarritos-ep-jarritos-tamarind-soda-15l-599827
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS PINEAPPLE SODA 1.5L,JARRITOS PINEAPPLE SODA 1.5L,9047821627,1532.25,20.43,2.55,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599826,https://epallet.com/product/jarritos-ep-jarritos-pineapple-soda-15l-599826
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS GRAPEFRUIT SODA 1.5L,JARRITOS GRAPEFRT SODA 1.5L,9047821626,1946.25,25.95,3.24,0.05,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599825,https://epallet.com/product/jarritos-ep-jarritos-grapefrt-soda-15l-599825
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS SPRK MINERAGUA 1.5L,JARRITOS SPRK MINERAGUA 1.5L,9047821680,1534.50,20.46,2.56,0.04,8/50.72 oz,75,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599824,https://epallet.com/product/jarritos-ep-jarritos-sprk-mineragua-15l-599824
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS MANDARIN SODA GLASS,JARRITOS MANDARIN SODA GLASS,9047841001,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599823,https://epallet.com/product/jarritos-ep-jarritos-mandarin-soda-glass-599823
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS MINERAGUA SPARKLING WATER 12.50Z,JARRITOS MINERAGUA WTR 12.5Z,9047841061,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599822,https://epallet.com/product/jarritos-ep-jarritos-mineragua-wtr-125z-599822
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS PINEAPPLE GLASS,JARRITOS PINEAPPLE GLASS,9047841004,1961.40,32.69,1.36,0.07,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599821,https://epallet.com/product/jarritos-ep-jarritos-pineapple-glass-599821
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS FRUIT PUNCH GLASS,JARRITOS FRUIT PUNCH GLASS,9047841003,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599820,https://epallet.com/product/jarritos-ep-jarritos-fruit-punch-glass-599820
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS LIME GLASS,JARRITOS LIME GLASS,9047841005,1963.80,32.73,1.36,0.06,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599819,https://epallet.com/product/jarritos-ep-jarritos-lime-glass-599819
Beverages & Beverage Mixes,Food,Jarritos,NO PRICES-JARRITOS STRAWBERRY GLASS,JARRITOS STRAWBERRY GLASS,9047841009,2175.60,36.26,1.51,0.07,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599818,https://epallet.com/product/jarritos-ep-jarritos-strawberry-glass-599818
Beverages & Beverage Mixes,Food,Jarritos,JARRITOS TAMARIND GLASS,JARRITOS TAMARIND GLASS,9047841002,2175.60,36.26,1.51,0.07,24/12.5 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599817,https://epallet.com/product/jarritos-ep-jarritos-tamarind-glass-599817
Beverages & Beverage Mixes,Food,Jumex,JUMEX PEACH NECTAR TETRA 1L,JUMEX PEACH NECTAR TETRA 1L,7640606190,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599816,https://epallet.com/product/jumex-ep-jumex-peach-nectar-tetra-1l-599816
Beverages & Beverage Mixes,Food,Jumex,JUMEX STRAWBERRY NECTAR TETRA 1L,JUMEX STRWBRY NECTR TETRA 1L,7640606230,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599815,https://epallet.com/product/jumex-ep-jumex-strwbry-nectr-tetra-1l-599815
Beverages & Beverage Mixes,Food,Jumex,JUMEX PINEAPPLE COCONUT NECTAR TETRA 1L,JUMEX PINEAPL NECTR TETRA 1L,7640606330,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599814,https://epallet.com/product/jumex-ep-jumex-pineapl-nectr-tetra-1l-599814
Beverages & Beverage Mixes,Food,Jumex,JUMEX PEACH NECTAR 11.3Z CAN,JUMEX PEACH NECTAR 11.3Z CAN,7640602190,2091.00,20.91,0.87,0.07,24/11.3 oz,100,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599813,https://epallet.com/product/jumex-ep-jumex-peach-nectar-113z-can-599813
Beverages & Beverage Mixes,Food,Jumex,JUMEX MANGO NECTAR TETRA 1L,JUMEX MANGO NECTAR TETRA 1L,7640606180,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599812,https://epallet.com/product/jumex-ep-jumex-mango-nectar-tetra-1l-599812
Beverages & Beverage Mixes,Food,Jumex,JUMEX GUAVA NECTAR TETRA 1L,JUMEX GUAVA NECTAR TETRA 1L,7640606160,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599811,https://epallet.com/product/jumex-ep-jumex-guava-nectar-tetra-1l-599811
Beverages & Beverage Mixes,Food,Jumex,JUMEX STRWBRY BANANA TETR 1L,JUMEX STRWBRY BANANA TETR 1L,7640606310,1631.36,25.49,2.12,0.05,12/32.46 oz,64,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599810,https://epallet.com/product/jumex-ep-jumex-strwbry-banana-tetr-1l-599810
Beverages & Beverage Mixes,Food,Jumex,JUMEX-STRAWBERRY/BANANA 11.3Z,JUMEX-STRAWBERRY/BANANA,7640602310,2091.00,20.91,0.87,0.07,24/11.3 oz,100,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599809,https://epallet.com/product/jumex-ep-jumex-strawberrybanana-113z-599809
Beverages & Beverage Mixes,Food,Jumex,JUMEX-GUAVA 11.3Z,JUMEX-GUAVA,7640602160,2211.00,22.11,0.92,0.07,24/11.3 oz,100,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599808,https://epallet.com/product/jumex-ep-jumex-guava-113z-599808
Beverages & Beverage Mixes,Food,Jumex,JUMEX MANGO NECTR DRNK 11.3Z,JUMEX MANGO NECTR DRNK 11.3Z,7640602180,2211.00,22.11,0.92,0.07,24/11.3 oz,100,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599807,https://epallet.com/product/jumex-ep-jumex-mango-nectr-drnk-113z-599807
Beverages & Beverage Mixes,Food,Klass,KLASS MANGO 9QT,KLASS MANGO 9QT,75417783052,3195.20,19.97,3.33,0.22,6/14.1 oz,160,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599805,https://epallet.com/product/klass-ep-klass-mango-9qt-599805
Beverages & Beverage Mixes,Food,Klass,KLASS JAMAICA 9QT,KLASS JAMAICA 9QT,75417783051,3195.20,19.97,3.33,0.22,6/14.1 oz,160,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599804,https://epallet.com/product/klass-ep-klass-jamaica-9qt-599804
Beverages & Beverage Mixes,Food,Klass,KLASS HORCHATA 9QT POWDER MIX,KLASS HORCHATA 9QT PWDR MIX,75417783054,3195.20,19.97,3.33,0.22,6/14.1 oz,160,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599803,https://epallet.com/product/klass-ep-klass-horchata-9qt-pwdr-mix-599803
Beverages & Beverage Mixes,Food,Klass,KLASS TAMARIND 9QT POWDER MIX,KLASS TAMARINDO 9QT PWDR MIX,75417783053,3195.20,19.97,3.33,0.22,6/14.1 oz,160,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599802,https://epallet.com/product/klass-ep-klass-tamarindo-9qt-pwdr-mix-599802
Beverages & Beverage Mixes,Food,Klass,KLASS MELON 9QT POWDERED MIX,KLASS MELON 9QT POWDERED MIX,75417783072,3195.20,19.97,3.33,0.24,6/14.1 oz,160,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599801,https://epallet.com/product/klass-ep-klass-melon-9qt-powdered-mix-599801
Beverages & Beverage Mixes,Food,Nesquik,NESQUIK CHOCOLATE INSTANT POWDER,NESQUIK CHOCOLAT INSTNT PWDR,2800036120,4693.60,58.67,4.89,0.35,12/14.1 oz,80,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599800,https://epallet.com/product/nesquik-ep-nesquik-chocolat-instnt-pwdr-599800
Beverages & Beverage Mixes,Food,Nesquik,NESQUIK STRAWBERRY INSTANT POWDER,NESQUIK STRAWBRY INSTNT PWDR,2800036130,4693.60,58.67,4.89,0.35,12/14.1 oz,80,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599799,https://epallet.com/product/nesquik-ep-nesquik-strawbry-instnt-pwdr-599799
Beverages & Beverage Mixes,Food,Tweaker,TWEAKER BERRY ENERGY SHOT,Tweaker Berry Energy Shot,89530100119,1064.28,12.67,1.06,0.39,12/2 oz,84,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599798,https://epallet.com/product/tweaker-ep-tweaker-berry-energy-shot-599798
Beverages & Beverage Mixes,Food,Tweaker,TWEAKER GRAPE ENERGY SHOT,Tweaker Grape Energy Shot,89530100118,1064.28,12.67,1.06,0.39,12/2 oz,84,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599797,https://epallet.com/product/tweaker-ep-tweaker-grape-energy-shot-599797
Beverages & Beverage Mixes,Food,5-Hour Energy,5-HOUR ENERGY SHOT BERRY,Berry 5HR Energy Shot,71941050001,1596.84,38.02,3.17,1.18,12/1.93 oz,42,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599796,https://epallet.com/product/5-hour-energy-ep-berry-5hr-energy-shot-599796
Beverages & Beverage Mixes,Food,Café Bustelo,CAFЙ BUSTELO COFFEE CAN,Café Bustelo Coffee Can,7447100050,6094.20,101.57,8.46,0.85,12/10 oz,60,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599795,https://epallet.com/product/cafe-bustelo-ep-cafe-bustelo-coffee-can-599795
Beverages & Beverage Mixes,Food,Café Caribe,CAFЙ CARIBE ESPRESSO COFFEE BRICK,Café Caribe Espresso Coffee,7059410025,6646.50,44.31,3.69,0.37,12/10 oz,150,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599794,https://epallet.com/product/cafe-caribe-ep-cafe-caribe-espresso-coffee-brick-599794
Beverages & Beverage Mixes,Food,Coco Lopez,COCO LOPEZ COCONUT MILK,COCO LOPEZ COCONUT MILK,7184509837,4234.40,52.93,2.21,0.16,24/13.5 oz,80,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599793,https://epallet.com/product/coco-lopez-ep-coco-lopez-coconut-milk-599793
Beverages & Beverage Mixes,Food,Coco Lopez,COCO LOPEZ CREAM OF COCONUT,COCO LOPEZ CREAM OF COCONUT,7184509830,7452.00,74.52,3.10,0.21,24/15 oz,100,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599792,https://epallet.com/product/coco-lopez-ep-coco-lopez-cream-of-coconut-599792
Beverages & Beverage Mixes,Food,Foco,FOCO 100% COCONUT WATER TETR 1L,FOCO 100% COCONT WTR TETR 1L,1622991457,2678.90,38.27,3.19,0.09,12/33.8 oz,70,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599791,https://epallet.com/product/foco-ep-foco-100-cocont-wtr-tetr-1l-599791
Beverages & Beverage Mixes,Food,Foco,FOCO COCONUT JUICE,FOCO COCONUT JUICE,1622990147,3075.20,38.44,1.60,0.09,24/17.6 oz,80,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599790,https://epallet.com/product/foco-ep-foco-coconut-juice-599790
Beverages & Beverage Mixes,Food,Grace,GRACE CLASSIC COCONUT MILK,GRACE CLASSIC COCONUT MILK,5527095359,3664.80,45.81,1.91,0.14,24/13.53 oz,80,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599789,https://epallet.com/product/grace-ep-grace-classic-coconut-milk-599789
Beverages & Beverage Mixes,Food,Starburst,STARBURST SINGLES TO GO  BLUE RASPBERRY 6CT,STARBURST STG BLUE RSPBRY6CT,7239232726,3707.20,13.24,1.10,0.92,12/0.48 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599730,https://epallet.com/product/starburst-ep-starburst-singles-to-go-blue-raspberry-6ct-599730
Beverages & Beverage Mixes,Food,Tang,TANG ON THE GO STICKS 6 CT,TANG ON THE GO STICKS 6 CT,4300009027,4219.60,10.96,1.37,0.80,8/0.77 oz,385,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599729,https://epallet.com/product/tang-ep-tang-on-the-go-sticks-6-ct-599729
Beverages & Beverage Mixes,Food,Wyler,WYLER ISLAND PUNCH PURLEP BERRY WAVE SINGLES TO GO 10CT,WYLER LGISLND PURP BRRY 10CT,7239234432,3707.20,13.24,1.10,0.62,12/0.93 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599728,https://epallet.com/product/wyler-ep-wyler-island-punch-purlep-berry-wave-singles-to-go-10ct-599728
Beverages & Beverage Mixes,Food,Welch's,WELCH'S STRAWBERRY PEACH SINGLES TO GO 6 CT,WELCH'S STRAW PEACH STG 6 CT,7239232594,3707.20,13.24,1.10,0.83,12/0.48 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599727,https://epallet.com/product/welchs-ep-welchs-strawberry-peach-singles-to-go-6-ct-599727
Beverages & Beverage Mixes,Food,Sunkist,SUNKIST ORANGE SINGLES TO GO 6CT,SUNKIST ORANGE TOGO 6CT,7239232402,3707.20,13.24,1.10,0.75,12/0.74 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599726,https://epallet.com/product/sunkist-ep-sunkist-orange-singles-to-go-6ct-599726
Beverages & Beverage Mixes,Food,Sunkist,SUNKIST GRAPE SINGLES TO GO 6CT,SUNKIST GRAPE TOGO 6CT,7239232404,3707.20,13.24,1.10,0.87,12/0.53 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599725,https://epallet.com/product/sunkist-ep-sunkist-grape-singles-to-go-6ct-599725
Beverages & Beverage Mixes,Food,Starburst,STARBURST SINGLES TO GO STRAWBERRY MIX 6CT,STARBURST STG STRWBR MIX 6CT,7239232723,3707.20,13.24,1.10,0.95,12/0.43 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599724,https://epallet.com/product/starburst-ep-starburst-singles-to-go-strawberry-mix-6ct-599724
Beverages & Beverage Mixes,Food,Pure Kick,PURE KICK HYDRATE SINGLES TO GO STRAWBERRY WATERMELON 6CT,PUREKICK HYDRA STG STW WTRMN,7239232273,3707.20,13.24,1.10,0.93,12/0.64 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599723,https://epallet.com/product/pure-kick-ep-pure-kick-hydrate-singles-to-go-strawberry-watermelon-6ct-599723
Beverages & Beverage Mixes,Food,Jolly Rancher,JOLLY RANCHER SINGLES TO GO WATERMELON 6CT,JOLLY RANCHER STG WTRMLN 6CT,7239233798,3707.20,13.24,1.10,0.82,12/0.66 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599722,https://epallet.com/product/jolly-rancher-ep-jolly-rancher-singles-to-go-watermelon-6ct-599722
Beverages & Beverage Mixes,Food,Welch's,WELCH'S GRAPE SINGLES TO GO 6 CT,WELCH'S GRAPE STG 6 CT,7239232593,3707.20,13.24,1.10,0.84,12/0.45 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599721,https://epallet.com/product/welchs-ep-welchs-grape-singles-to-go-6-ct-599721
Beverages & Beverage Mixes,Food,Wyler,WYLER ISLAND PUNCH FRUITY RED PUNCH SINGLES TO GO 10CT,WYLER LGHT RED PNCH PWDR 10C,7239234431,3707.20,13.24,1.10,0.62,12/0.93 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599720,https://epallet.com/product/wyler-ep-wyler-island-punch-fruity-red-punch-singles-to-go-10ct-599720
Beverages & Beverage Mixes,Food,Pure Kick,PURE KICK HYDRATE SINGLES TO GO CITRUS 6CT,PUREKICK HYDRA STG CITRS 6CT,7239232272,3707.20,13.24,1.10,0.94,12/0.64 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599719,https://epallet.com/product/pure-kick-ep-pure-kick-hydrate-singles-to-go-citrus-6ct-599719
Beverages & Beverage Mixes,Food,Jolly Rancher,JOLLY RANCHER SINGLES TO GO GREEN APPLE 6CT,JOLLY RANCHER STG GRNAPPL6CT,7239233799,3707.20,13.24,1.10,0.87,12/0.62 oz,280,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599718,https://epallet.com/product/jolly-rancher-ep-jolly-rancher-singles-to-go-green-apple-6ct-599718
Beverages & Beverage Mixes,Food,Jolly Rancher,JOLLY RANCHER SINGLES TO GO WATERMELON 6CT,JOLLY RANCHER STG WTRMLN 6CT,7239233798,3600.80,12.86,1.07,0.80,12/0.66 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599717,https://epallet.com/product/jolly-rancher-ep-jolly-rancher-singles-to-go-watermelon-6ct-599717
Beverages & Beverage Mixes,Food,Jolly Rancher,JOLLY RANCHER SINGLES TO GO GREEN APPLE 6CT,JOLLY RANCHER STG GRNAPPL6CT,7239233799,3600.80,12.86,1.07,0.85,12/0.62 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599716,https://epallet.com/product/jolly-rancher-ep-jolly-rancher-singles-to-go-green-apple-6ct-599716
Beverages & Beverage Mixes,Food,Pure Kick,PURE KICK HYDRATE SINGLES TO GO CITRUS 6CT,PUREKICK HYDRA STG CITRS 6CT,7239232272,3600.80,12.86,1.07,0.91,12/0.64 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599715,https://epallet.com/product/pure-kick-ep-pure-kick-hydrate-singles-to-go-citrus-6ct-599715
Beverages & Beverage Mixes,Food,Pure Kick,PURE KICK HYDRATE SINGLES TO GO STRAWBERRY WATERMELON 6CT,PUREKICK HYDRA STG STW WTRMN,7239232273,3600.80,12.86,1.07,0.90,12/0.64 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599714,https://epallet.com/product/pure-kick-ep-pure-kick-hydrate-singles-to-go-strawberry-watermelon-6ct-599714
Beverages & Beverage Mixes,Food,Starburst,STARBURST SINGLES TO GO STRAWBERRY MIX 6CT,STARBURST STG STRWBR MIX 6CT,7239232723,3600.80,12.86,1.07,0.92,12/0.43 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599713,https://epallet.com/product/starburst-ep-starburst-singles-to-go-strawberry-mix-6ct-599713
Beverages & Beverage Mixes,Food,Starburst,STARBURST SINGLES TO GO  BLUE RASPBERRY 6CT,STARBURST STG BLUE RSPBRY6CT,7239232726,3600.80,12.86,1.07,0.89,12/0.48 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599712,https://epallet.com/product/starburst-ep-starburst-sigles-to-go-blue-raspberry-6ct-599712
Beverages & Beverage Mixes,Food,Sunkist,SUNKIST ORANGE SINGLES TO GO 6CT,SUNKIST ORANGE TOGO 6CT,7239232402,3600.80,12.86,1.07,0.72,12/0.74 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599711,https://epallet.com/product/sunkist-ep-sunkist-orange-singles-to-go-6ct-599711
Beverages & Beverage Mixes,Food,Sunkist,SUNKIST GRAPE SINGLES TO GO 6CT,SUNKIST GRAPE TOGO 6CT,7239232404,3600.80,12.86,1.07,0.85,12/0.53 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599710,https://epallet.com/product/sunkist-ep-sunkist-grape-singles-to-go-6ct-599710
Beverages & Beverage Mixes,Food,Tang,TANG ON THE GO STICKS 6 CT,TANG ON THE GO STICKS 6 CT,4300009027,4100.25,10.65,1.33,0.77,8/0.77 oz,385,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599709,https://epallet.com/product/tang-ep-tang-on-the-go-sticks-6-ct-599709
Beverages & Beverage Mixes,Food,Welch's,WELCH'S GRAPE SINGLES TO GO 6 CT,WELCH'S GRAPE STG 6 CT,7239232593,3600.80,12.86,1.07,0.82,12/0.45 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599708,https://epallet.com/product/welchs-ep-welchs-grape-singles-to-go-6-ct-599708
Beverages & Beverage Mixes,Food,Welch's,WELCH'S STRAWBERRY PEACH SINGLES TO GO 6 CT,WELCH'S STRAW PEACH STG 6 CT,7239232594,3600.80,12.86,1.07,0.80,12/0.48 oz,280,21,1,No,Yes,No,"Non-Profit / Emergency Relief, Retail",Beverages & Beverage Mixes,599707,https://epallet.com/product/welchs-ep-welchs-strawberry-peach-singles-to-go-6-ct-599707
